tags,owner,is_answered,view_count,down_vote_count,up_vote_count,answer_count,score,last_activity_date,creation_date,question_id,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,bounty_amount,bounty_closes_date
"['python', 'tensorflow']","{'account_id': 25816016, 'reputation': 1, 'user_id': 19555982, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmkcBjp9Jt9RAayBZabrZ78vTfMYP2gNXwuH3E6e=k-s256', 'display_name': 'Mathew', 'link': 'https://stackoverflow.com/users/19555982/mathew'}",False,23,0,0,1,0,1657884822,1657883880,72993170,https://stackoverflow.com/questions/72993170/unknownerror-graph-execution-error-fail-to-find-the-dnn-implementation-google,UnknownError: Graph execution error: Fail to find the dnn implementation. GOOGLE COLAB,,,,,,,
"['python', 'tensorflow', 'keras']","{'account_id': 20725499, 'reputation': 43, 'user_id': 15218838, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhKPmKHjrc63vB8gQwrppV1SBxLeeI9V7nh1GKFfA=k-s256', 'display_name': 'Muhammad Qasim', 'link': 'https://stackoverflow.com/users/15218838/muhammad-qasim'}",True,12901,0,4,1,4,1657882207,1613467794,66221788,https://stackoverflow.com/questions/66221788/tf-gradients-is-not-supported-when-eager-execution-is-enabled-use-tf-gradientta,tf.gradients is not supported when eager execution is enabled. Use tf.GradientTape instead,1613468802.0,66222183.0,,,,,
"['python', 'tensorflow', 'deep-learning', 'tensorflow-datasets']","{'account_id': 25781779, 'reputation': 13, 'user_id': 19527291, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/acb96292efe55a9c6342a8aeb6c7a7b5?s=256&d=identicon&r=PG', 'display_name': 'Nico1654', 'link': 'https://stackoverflow.com/users/19527291/nico1654'}",False,29,0,0,0,0,1657880773,1657875088,72991442,https://stackoverflow.com/questions/72991442/how-does-tensorflow-pipeline-work-with-data-that-does-not-fit-in-memory,How does tensorflow pipeline work with data that does not fit in memory?,1657880773.0,,,,,,
"['python', 'tensorflow']","{'account_id': 15056099, 'reputation': 9, 'user_id': 10866310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/613667fc61965b463bb13bcb00bc967c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Annie', 'link': 'https://stackoverflow.com/users/10866310/annie'}",False,36,0,0,1,0,1657877565,1654410820,72505266,https://stackoverflow.com/questions/72505266/accuracy-of-tensorflow-object-detection-api,Accuracy of Tensorflow object detection Api,,,,,,,
"['python', 'image', 'tensorflow', 'pytorch', 'computer-vision']","{'account_id': 20421576, 'reputation': 23, 'user_id': 14982476, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JbKVu.jpg?s=256&g=1', 'display_name': 'Zehra N.', 'link': 'https://stackoverflow.com/users/14982476/zehra-n'}",False,24,0,0,0,0,1657876031,1657876031,72991631,https://stackoverflow.com/questions/72991631/per-channel-normalization-pytorch-or-keras,Per channel Normalization pytorch or Keras,,,,,,,
"['python', 'tensorflow', 'object-detection-api', 'bounding-box']","{'account_id': 16937117, 'reputation': 21, 'user_id': 12249828, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAvzzmfKRQbmiIb2pGSqo0T82JK75Djo6kjBdY4ZQ=k-s256', 'display_name': 'kashyap mahesh', 'link': 'https://stackoverflow.com/users/12249828/kashyap-mahesh'}",True,147,0,0,3,0,1657875590,1652709424,72260392,https://stackoverflow.com/questions/72260392/looping-through-bounding-boxes-obtained-through-inference-with-tensorflow-object,Looping through bounding boxes obtained through inference with tensorflow object detection api2,1652709505.0,,,,,,
"['python', 'tensorflow', 'keras', 'logging', 'stdout']","{'account_id': 13779506, 'reputation': 863, 'user_id': 9944937, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uOdy7.png?s=256&g=1', 'display_name': 'Fabio Magarelli', 'link': 'https://stackoverflow.com/users/9944937/fabio-magarelli'}",False,17,0,0,1,0,1657874963,1657869620,72990363,https://stackoverflow.com/questions/72990363/tensorflow-keras-logging-steps-in-for-loop,Tensorflow Keras logging steps in for loop,,,,,,,
"['python', 'tensorflow', 'machine-learning', 'deep-learning', 'conv-neural-network']","{'account_id': 24299742, 'reputation': 9, 'user_id': 18243407, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5021089a5f620a396ec1d254522ec98b?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/18243407/john'}",True,30,2,0,1,-2,1657874933,1657873953,72991225,https://stackoverflow.com/questions/72991225/how-can-i-print-the-training-and-validation-graphs-and-training-and-validation,"How can I print the training and validation graphs, and training and validation loss graphs?",,72991330.0,,,,,
"['python', 'tensorflow']","{'account_id': 23537648, 'reputation': 11, 'user_id': 17582346, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiOIloz4V7ILqG0v3Kclv0Z2CdwryGgMWmz-iLjXA=k-s256', 'display_name': 'Irdina Hidayah', 'link': 'https://stackoverflow.com/users/17582346/irdina-hidayah'}",True,37,0,0,1,0,1657874563,1655995126,72732053,https://stackoverflow.com/questions/72732053/how-to-get-the-accuracy-from-the-evaluation-of-a-pretrained-model-using-tensorfl,How to get the accuracy from the evaluation of a pretrained model using Tensorflow object detection api?,,,,,,,
"['python', 'tensorflow', 'machine-learning', 'keras', 'deep-learning']","{'account_id': 14212435, 'reputation': 780, 'user_id': 10267239, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c71ad3b5e250270ce475382a6644d253?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jcart', 'link': 'https://stackoverflow.com/users/10267239/jcart'}",True,70189,1,68,13,67,1657872628,1535070784,51995977,https://stackoverflow.com/questions/51995977/how-can-i-use-a-pre-trained-neural-network-with-grayscale-images,How can I use a pre-trained neural network with grayscale images?,,51996037.0,,,,,
"['python', 'tensorflow', 'anaconda', 'conda', 'spyder']","{'account_id': 12289182, 'reputation': 47, 'user_id': 8967271, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-zcVMm_pMgVo/AAAAAAAAAAI/AAAAAAAAAdo/y-KAganJ0oE/photo.jpg?sz=256', 'display_name': 'anix-anirban', 'link': 'https://stackoverflow.com/users/8967271/anix-anirban'}",True,20452,0,3,7,3,1657869562,1511115082,47380267,https://stackoverflow.com/questions/47380267/tensorflow-cannot-install-tensorflow-from-anaconda,tensorflow - cannot install tensorflow from Anaconda,1612632032.0,,,,,,
"['python', 'tensorflow']","{'account_id': 25630149, 'reputation': 1, 'user_id': 19400663, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjN0ZlQQdiuY-dPIzmqGLeIT6Lxw0R3c0iOGazz=k-s256', 'display_name': 'DANUSHKUMAR. V', 'link': 'https://stackoverflow.com/users/19400663/danushkumar-v'}",False,26,0,0,0,0,1657868931,1655995987,72732270,https://stackoverflow.com/questions/72732270/protocol-buffer-error-while-creating-annotations-to-my-object-detection-project,protocol buffer error while creating annotations to my object detection project,,,,,,,
"['python', 'tensorflow', 'keras']","{'account_id': 11661229, 'reputation': 99, 'user_id': 9043769, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2101492076543039/picture?type=large', 'display_name': 'Anshuman Sinha', 'link': 'https://stackoverflow.com/users/9043769/anshuman-sinha'}",False,45,0,0,0,0,1657868680,1657747244,72972765,https://stackoverflow.com/questions/72972765/using-keras-layers-how-to-add-weights-of-subclass-layer-into-the-weights-of-the,"Using Keras layers, how to add weights of subclass layer into the weights of the original class?",1657868680.0,,,,,,
